Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,AffixInitialSegment,UR,JunctureType,Production_R
141,21,607882,option9_other,훑다,5,LC,low,hulT,ta,hulTta,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,159,607882,option_1,훑어,5,LC,low,hulT,v,hulTv,0,NA,0,0,NA,NA,NA,NA,NA
20,143,607882,option_4,훑나,5,LC,low,hulT,na,hulTna,NA,0,0,1,0,NA,NA,NA,NA
171,57,608348,option_1,갉다,5,LC,low,kalk,ta,kalkta,0,NA,0,0,NA,NA,NA,NA,NA
157,144,608348,option_2,갉나,5,LC,low,kalk,na,kalkna,NA,0,0,0,0,NA,NA,NA,NA
67,58,608348,option_1,갉아,5,LC,low,kalk,a,kalka,0,NA,0,0,NA,NA,NA,NA,NA
82,32,608348,option_1,겊다,3,C,nonce,kvP,ta,kvPta,0,NA,NA,NA,NA,Obstruent,P-t,C+Obstruent,kvpta
97,14,608348,option_2,겊나,3,C,nonce,kvP,na,kvPna,NA,0,NA,NA,NA,Sonorant,P-n,C+Sonorant,kvPna
59,62,608348,option_1,겊어,3,C,nonce,kvP,v,kvPv,0,NA,NA,NA,NA,Vowel,P-v,C+Vowel,kvPv
167,95,608348,option_1,겳어,1,LC,nonce,kjvlp,v,kjvlpv,0,NA,0,0,NA,NA,NA,NA,NA
109,77,608348,option_2,겳나,1,LC,nonce,kjvlp,na,kjvlpna,NA,0,0,0,0,NA,NA,NA,NA
136,81,608348,option_1,겳다,1,LC,nonce,kjvlp,ta,kjvlpta,0,NA,0,0,NA,NA,NA,NA,NA
4,152,608348,option_1,굵어,5,LC,high,kulk,v,kulkv,0,NA,0,0,NA,NA,NA,NA,NA
62,136,608348,option_1,굵다,5,LC,high,kulk,ta,kulkta,0,NA,0,0,NA,NA,NA,NA,NA
128,42,608348,option_2,굵나,5,LC,high,kulk,na,kulkna,NA,0,0,0,0,NA,NA,NA,NA
37,130,608348,option_1,긁어,5,LC,low,kxlk,v,kxlkv,0,NA,0,0,NA,NA,NA,NA,NA
7,127,608348,option_2,긁나,5,LC,low,kxlk,na,kxlkna,NA,0,0,0,0,NA,NA,NA,NA
47,38,608348,option_6,긁다,5,LC,low,kxlk,ta,kxlkta,0,NA,1,0,NA,NA,NA,NA,NA
21,157,608348,option_1,긆어,3,LC,nonce,kxlP,v,kxlPv,0,NA,0,0,NA,NA,NA,NA,NA
12,141,608348,option_2,긆나,3,LC,nonce,kxlP,na,kxlPna,NA,0,0,0,0,NA,NA,NA,NA
68,142,608348,option_1,긆다,3,LC,nonce,kxlP,ta,kxlPta,0,NA,0,0,NA,NA,NA,NA,NA
123,39,608348,option_2,낡나,5,LC,high,nalk,na,nalkna,NA,0,0,0,0,NA,NA,NA,NA
23,72,608348,option_4,낡다,5,LC,high,nalk,ta,nalkta,1,NA,1,0,NA,NA,NA,NA,NA
137,98,608348,option_1,낡아,5,LC,high,nalk,a,nalka,0,NA,0,0,NA,NA,NA,NA,NA
38,171,608348,option_1,낣아,3,LC,nonce,nalp,a,nalpa,0,NA,0,0,NA,NA,NA,NA,NA
88,91,608348,option_2,낣나,3,LC,nonce,nalp,na,nalpna,NA,0,0,0,0,NA,NA,NA,NA
138,135,608348,option_1,낣다,3,LC,nonce,nalp,ta,nalpta,0,NA,0,0,NA,NA,NA,NA,NA
75,1,608348,option_1,냍어,1,C,nonce,neT,v,neTv,0,NA,NA,NA,NA,Vowel,T-v,C+Vowel,neTv
34,86,608348,option_1,냍다,1,C,nonce,neT,ta,neTta,0,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,netta
134,31,608348,option_2,냍나,1,C,nonce,neT,na,neTna,NA,0,NA,NA,NA,Sonorant,T-n,C+Sonorant,neTna
66,116,608348,option_1,넓어,5,LC,high,nvlp,v,nvlpv,0,NA,0,0,NA,NA,NA,NA,NA
56,133,608348,option_2,넓나,5,LC,high,nvlp,na,nvlpna,NA,0,0,0,0,NA,NA,NA,NA
165,176,608348,option_1,넓다,5,LC,high,nvlp,ta,nvlpta,0,NA,0,0,NA,NA,NA,NA,NA
112,29,608348,option_1,눅다,4,C,nonce,nuk,ta,nukta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,nukta
40,149,608348,option_2,눅나,4,C,nonce,nuk,na,nukna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,nukna
50,34,608348,option_1,눅어,4,C,nonce,nuk,v,nukv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,nukv
131,114,608348,option_1,늙다,5,LC,high,nxlk,ta,nxlkta,0,NA,0,0,NA,NA,NA,NA,NA
80,161,608348,option_3,늙나,5,LC,high,nxlk,na,nxlkna,NA,0,1,0,0,NA,NA,NA,NA
155,9,608348,option_1,늙어,5,LC,high,nxlk,v,nxlkv,0,NA,0,0,NA,NA,NA,NA,NA
105,174,608348,option_2,덟나,2,LC,nonce,tvlp,na,tvlpna,NA,0,0,0,0,NA,NA,NA,NA
160,27,608348,option_1,덟다,2,LC,nonce,tvlp,ta,tvlpta,0,NA,0,0,NA,NA,NA,NA,NA
13,128,608348,option_1,덟어,2,LC,nonce,tvlp,v,tvlpv,0,NA,0,0,NA,NA,NA,NA,NA
8,175,608348,option_2,독나,3,C,nonce,tok,na,tokna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,tokna
3,35,608348,option_1,독아,3,C,nonce,tok,a,toka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,toka
101,115,608348,option_1,독다,3,C,nonce,tok,ta,tokta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,tokta
115,75,608348,option_1,둡다,2,C,nonce,tup,ta,tupta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,tupta
122,45,608348,option_1,둡어,2,C,nonce,tup,v,tupv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,tupv
70,60,608348,option_2,둡나,2,C,nonce,tup,na,tupna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,tupna
133,158,608348,option_2,듥나,1,LC,nonce,txlk,na,txlkna,NA,0,0,0,0,NA,NA,NA,NA
103,36,608348,option_1,듥다,1,LC,nonce,txlk,ta,txlkta,0,NA,0,0,NA,NA,NA,NA,NA
83,90,608348,option_1,듥어,1,LC,nonce,txlk,v,txlkv,0,NA,0,0,NA,NA,NA,NA,NA
176,48,608348,option_1,떫어,5,LC,low,dvlp,v,dvlpv,0,NA,0,0,NA,NA,NA,NA,NA
22,16,608348,option_1,떫다,5,LC,low,dvlp,ta,dvlpta,0,NA,0,0,NA,NA,NA,NA,NA
169,92,608348,option_2,떫나,5,LC,low,dvlp,na,dvlpna,NA,0,0,0,0,NA,NA,NA,NA
24,129,608348,option_1,막아,5,C,high,mak,a,maka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,maka
31,47,608348,option_1,막다,5,C,high,mak,ta,makta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,makta
107,70,608348,option_2,막나,5,C,high,mak,na,makna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,makna
117,131,608348,option_1,맑아,5,LC,high,malk,a,malka,0,NA,0,0,NA,NA,NA,NA,NA
166,88,608348,option_2,맑나,5,LC,high,malk,na,malkna,NA,0,0,0,0,NA,NA,NA,NA
156,67,608348,option_1,맑다,5,LC,high,malk,ta,malkta,0,NA,0,0,NA,NA,NA,NA,NA
2,153,608348,option_3,멁나,3,LC,nonce,mvlk,na,mvlkna,NA,0,1,0,0,NA,NA,NA,NA
27,143,608348,option_6,멁다,3,LC,nonce,mvlk,ta,mvlkta,0,NA,1,0,NA,NA,NA,NA,NA
102,49,608348,option_1,멁어,3,LC,nonce,mvlk,v,mvlkv,0,NA,0,0,NA,NA,NA,NA,NA
104,12,608348,option_2,묵나,3,C,low,muk,na,mukna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,mukna
32,180,608348,option_1,묵다,3,C,low,muk,ta,mukta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,mukta
150,68,608348,option_1,묵어,3,C,low,muk,v,mukv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,mukv
92,148,608348,option_1,묽어,5,LC,low,mulk,v,mulkv,0,NA,0,0,NA,NA,NA,NA,NA
174,132,608348,option_2,묽나,5,LC,low,mulk,na,mulkna,NA,0,0,0,0,NA,NA,NA,NA
106,20,608348,option_1,묽다,5,LC,low,mulk,ta,mulkta,0,NA,0,0,NA,NA,NA,NA,NA
39,84,608348,option_1,박아,5,C,high,pak,a,paka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,paka
180,69,608348,option_1,박다,5,C,high,pak,ta,pakta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,pakta
78,54,608348,option_2,박나,5,C,high,pak,na,pakna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,pakna
164,76,608348,option_1,밝아,5,LC,high,palk,a,palka,0,NA,0,0,NA,NA,NA,NA,NA
58,6,608348,option_2,밝나,5,LC,high,palk,na,palkna,NA,0,0,0,0,NA,NA,NA,NA
69,146,608348,option_1,밝다,5,LC,high,palk,ta,palkta,0,NA,0,0,NA,NA,NA,NA,NA
121,83,608348,option_2,밟나,5,LC,high,palp,na,palpna,NA,0,0,0,0,NA,NA,NA,NA
30,97,608348,option_3,밟다,5,LC,high,palp,ta,palpta,1,NA,0,1,NA,NA,NA,NA,NA
28,106,608348,option_1,밟아,5,LC,high,palp,a,palpa,0,NA,0,0,NA,NA,NA,NA,NA
141,79,608348,option_1,뱉다,5,C,low,peT,ta,peTta,0,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,petta
124,52,608348,option_2,뱉나,5,C,low,peT,na,peTna,NA,0,NA,NA,NA,Sonorant,T-n,C+Sonorant,peTna
99,173,608348,option_1,뱉어,5,C,low,peT,v,peTv,0,NA,NA,NA,NA,Vowel,T-v,C+Vowel,peTv
130,25,608348,option_1,법어,2,C,nonce,kvp,v,kvpv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,pvpv
118,19,608348,option_1,법다,2,C,nonce,kvp,ta,kvpta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,pvpta
154,96,608348,option_2,법나,2,C,nonce,kvp,na,kvpna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,pvpna
161,111,608348,option_2,붉나,5,LC,high,pulk,na,pulkna,NA,0,0,0,0,NA,NA,NA,NA
175,125,608348,option_1,붉다,5,LC,high,pulk,ta,pulkta,0,NA,0,0,NA,NA,NA,NA,NA
10,24,608348,option_1,붉어,5,LC,high,pulk,v,pulkv,0,NA,0,0,NA,NA,NA,NA,NA
11,74,608348,option_2,붍나,1,LC,nonce,pulT,na,pulTna,NA,0,0,0,0,NA,NA,NA,NA
119,61,608348,option_1,붍다,1,LC,nonce,pulT,ta,pulTta,0,NA,0,0,NA,NA,NA,NA,NA
146,41,608348,option_1,붍어,1,LC,nonce,pulT,v,pulTv,0,NA,0,0,NA,NA,NA,NA,NA
33,21,608348,option_1,뽑아,5,C,high,p*op,a,p*opa,0,NA,NA,NA,NA,Vowel,p-a,C+Vowel,bopa
19,64,608348,option_2,뽑나,5,C,high,p*op,na,p*opna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,bopna
36,56,608348,option_1,뽑다,5,C,high,p*op,ta,p*opta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,bopta
108,150,608348,option_1,속아,5,C,low,sok,a,soka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,soka
71,140,608348,option_2,속나,5,C,low,sok,na,sokna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,sokna
90,102,608348,option_1,속다,5,C,low,sok,ta,sokta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,sokta
52,10,608348,option_4,숡어,1,LC,nonce,sulk,v,sulkv,0,NA,1,0,NA,NA,NA,NA,NA
173,50,608348,option_2,숡나,1,LC,nonce,sulk,na,sulkna,NA,0,0,0,0,NA,NA,NA,NA
179,5,608348,option_1,숡다,1,LC,nonce,sulk,ta,sulkta,0,NA,0,0,NA,NA,NA,NA,NA
145,137,608348,option_2,식나,5,C,low,sik,na,sikna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,sikna
135,166,608348,option_1,식어,5,C,low,sik,v,sikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,sikv
98,46,608348,option_1,식다,5,C,low,sik,ta,sikta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,sikta
15,103,608348,option_2,썩나,5,C,high,s*vk,na,s*vkna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,Svkna
147,73,608348,option_1,썩어,5,C,high,s*vk,v,s*vkv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,Svkv
93,120,608348,option_1,썩다,5,C,high,s*vk,ta,s*vkta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Svkta
100,165,608348,option_2,씹나,5,C,high,s*ip,na,s*ipna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,Sipna
158,107,608348,option_1,씹어,5,C,high,s*ip,v,s*ipv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,Sipv
149,43,608348,option_1,씹다,5,C,high,s*ip,ta,s*ipta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,Sipta
177,169,608348,option_1,앍아,1,LC,nonce,alk,a,alka,0,NA,0,0,NA,NA,NA,NA,NA
113,51,608348,option_1,앍다,1,LC,nonce,alk,ta,alkta,0,NA,0,0,NA,NA,NA,NA,NA
132,18,608348,option_2,앍나,1,LC,nonce,alk,na,alkna,NA,0,0,0,0,NA,NA,NA,NA
89,112,608348,option_1,얇아,5,LC,low,yalp,a,yalpa,0,NA,0,0,NA,NA,NA,NA,NA
60,40,608348,option_2,얇나,5,LC,low,yalp,na,yalpna,NA,0,0,0,0,NA,NA,NA,NA
116,82,608348,option_1,얇다,5,LC,low,yalp,ta,yalpta,0,NA,0,0,NA,NA,NA,NA,NA
25,121,608348,option_1,얕아,5,C,low,yaT,a,yaTa,0,NA,NA,NA,NA,Vowel,T-a,C+Vowel,yaTa
44,28,608348,option_2,얕나,5,C,low,yaT,na,yaTna,NA,0,NA,NA,NA,Sonorant,T-n,C+Sonorant,yaTna
45,154,608348,option_1,얕다,5,C,low,yaT,ta,yaTta,0,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,yatta
86,22,608348,option_1,얽다,3,LC,low,vlk,ta,vlkta,0,NA,0,0,NA,NA,NA,NA,NA
127,138,608348,option_2,얽나,3,LC,low,vlk,na,vlkna,NA,0,0,0,0,NA,NA,NA,NA
18,59,608348,option_1,얽어,3,LC,low,vlk,v,vlkv,0,NA,0,0,NA,NA,NA,NA,NA
74,65,608348,option_1,업어,5,C,low,vp,v,vpv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,vpv
163,11,608348,option_2,업나,5,C,low,vp,na,vpna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,vpna
170,123,608348,option_1,업다,5,C,low,vp,ta,vpta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,vpta
1,15,608348,option_2,엎다,5,C,low,vP,ta,vPta,1,NA,NA,NA,NA,Obstruent,P-t,C+Obstruent,vpda
77,179,608348,option_1,엎어,5,C,low,vP,v,vPv,0,NA,NA,NA,NA,Vowel,P-v,C+Vowel,vPv
151,8,608348,option_2,엎나,5,C,low,vP,na,vPna,NA,0,NA,NA,NA,Sonorant,P-n,C+Sonorant,vpna
120,134,608348,option_2,엷나,3,LC,low,yvlp,na,yvlpna,NA,0,0,0,0,NA,NA,NA,NA
84,151,608348,option_1,엷어,3,LC,low,yvlp,v,yvlpv,0,NA,0,0,NA,NA,NA,NA,NA
6,168,608348,option_4,엷다,3,LC,low,yvlp,ta,yvlpta,1,NA,1,0,NA,NA,NA,NA,NA
91,110,608348,option_2,옅나,5,C,low,yvT,na,yvTna,NA,0,NA,NA,NA,Sonorant,T-n,C+Sonorant,jvTna
73,100,608348,option_1,옅어,5,C,low,yvT,v,yvTv,0,NA,NA,NA,NA,Vowel,T-v,C+Vowel,jvTv
41,170,608348,option_1,옅다,5,C,low,yvT,ta,yvTta,0,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,jvtta
81,147,608348,option_1,웁다,1,C,nonce,up,ta,upta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,upta
140,71,608348,option_1,웁어,1,C,nonce,up,v,upv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,upv
35,109,608348,option_2,웁나,1,C,nonce,up,na,upna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,upna
51,37,608348,option_2,읊다,5,LC,low,xlP,ta,xlPta,1,NA,0,0,NA,NA,NA,NA,NA
126,145,608348,option_1,읊어,5,LC,low,xlP,v,xlPv,0,NA,0,0,NA,NA,NA,NA,NA
65,172,608348,option_2,읊나,5,LC,low,xlP,na,xlPna,NA,0,0,0,0,NA,NA,NA,NA
94,139,608348,option_1,익어,5,C,low,ik,v,ikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,ikv
139,155,608348,option_1,익다,5,C,low,ik,ta,ikta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,ikta
9,7,608348,option_2,익나,5,C,low,ik,na,ikna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,ikna
46,105,608348,option_1,읽어,5,LC,high,ilk,v,ilkv,0,NA,0,0,NA,NA,NA,NA,NA
95,23,608348,option_1,읽다,5,LC,high,ilk,ta,ilkta,0,NA,0,0,NA,NA,NA,NA,NA
64,164,608348,option_2,읽나,5,LC,high,ilk,na,ilkna,NA,0,0,0,0,NA,NA,NA,NA
16,63,608348,option_1,입어,5,C,high,ip,v,ipv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,ipv
72,44,608348,option_1,입다,5,C,high,ip,ta,ipta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,ipta
162,124,608348,option_2,입나,5,C,high,ip,na,ipna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,ipna
42,93,608348,option_1,작다,5,C,high,cak,ta,cakta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,cakta
159,167,608348,option_1,작아,5,C,high,cak,a,caka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,caka
53,160,608348,option_1,작나,5,C,high,cak,na,cakna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,caNna
125,13,608348,option_1,적어,5,C,high,cvk,v,cvkv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,cvkv
111,163,608348,option_1,적다,5,C,high,cvk,ta,cvkta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,cvkta
61,117,608348,option_2,적나,5,C,high,cvk,na,cvkna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,cvkna
143,122,608348,option_1,접어,5,C,high,cvp,v,cvpv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,cvpv
17,30,608348,option_1,접다,5,C,high,cvp,ta,cvpta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,cvpta
144,101,608348,option_2,접나,5,C,high,cvp,na,cvpna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,cvpna
54,119,608348,option_1,직나,2,C,nonce,cik,na,cikna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,ciNna
43,118,608348,option_1,직다,2,C,nonce,cik,ta,cikta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,cikta
48,85,608348,option_1,직어,2,C,nonce,cik,v,cikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,cikv
148,156,608348,option_2,짉나,3,LC,nonce,cilk,na,cilkna,NA,0,0,0,0,NA,NA,NA,NA
29,33,608348,option_2,짉다,3,LC,nonce,cilk,ta,cilkta,1,NA,0,0,NA,NA,NA,NA,NA
96,108,608348,option_1,짉어,3,LC,nonce,cilk,v,cilkv,0,NA,0,0,NA,NA,NA,NA,NA
20,99,608348,option_2,집나,5,C,high,cip,na,cipna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,cipna
63,177,608348,option_1,집어,5,C,high,cip,v,cipv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,cipv
57,53,608348,option_1,집다,5,C,high,cip,ta,cipta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,cipta
49,126,608348,option_1,짧다,5,LC,high,Jalp,ta,Jalpta,0,NA,0,0,NA,NA,NA,NA,NA
55,178,608348,option_2,짧나,5,LC,high,Jalp,na,Jalpna,NA,0,0,0,0,NA,NA,NA,NA
153,94,608348,option_1,짧아,5,LC,high,Jalp,a,Jalpa,0,NA,0,0,NA,NA,NA,NA,NA
172,3,608348,option_2,찍나,5,C,low,Jik,na,Jikna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,Jikna
178,87,608348,option_1,찍다,5,C,low,Jik,ta,Jikta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Jikta
76,80,608348,option_1,찍어,5,C,low,Jik,v,Jikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,Jikv
87,4,608348,option_2,착나,3,C,nonce,Cak,na,Cakna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,Cakna
114,66,608348,option_1,착다,3,C,nonce,Cak,ta,Cakta,0,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Cakta
26,78,608348,option_1,착아,3,C,nonce,Cak,a,Caka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,Caka
168,2,608348,option_2,톱나,2,C,nonce,Top,na,Topna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,Topna
142,26,608348,option_1,톱다,2,C,nonce,Top,ta,Topta,0,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,Topta
14,104,608348,option_1,톱아,2,C,nonce,Top,a,Topa,0,NA,NA,NA,NA,Vowel,p-a,C+Vowel,Topa
79,89,608348,option_1,핥아,5,LC,low,halT,a,halTa,0,NA,0,0,NA,NA,NA,NA,NA
5,159,608348,option_2,핥나,5,LC,low,halT,na,halTna,NA,0,0,0,0,NA,NA,NA,NA
110,55,608348,option_1,핥다,5,LC,low,halT,ta,halTta,0,NA,0,0,NA,NA,NA,NA,NA
