Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,AffixInitialSegment,UR,JunctureType,Production_R
85,17,608348,option_1,훑어,5,LC,low,hulT,v,hulTv,0,NA,0,0,NA,NA,NA,NA,NA
152,113,608348,option_1,훑다,5,LC,low,hulT,ta,hulTta,0,NA,0,0,NA,NA,NA,NA,NA
129,162,608348,option_2,훑나,5,LC,low,hulT,na,hulTna,NA,0,0,0,0,NA,NA,NA,NA
62,143,608860,option_1,갉아,5,LC,low,kalk,a,kalka,0,NA,0,0,NA,NA,NA,NA,NA
132,99,608860,option_2,갉나,5,LC,low,kalk,na,kalkna,NA,0,0,0,0,NA,NA,NA,NA
69,23,608860,option_2,갉다,5,LC,low,kalk,ta,kalkta,1,NA,0,0,NA,NA,NA,NA,NA
37,178,608860,option_2,겊다,1,C,nonce,kvP,ta,kvPta,1,NA,NA,NA,NA,Obstruent,P-t,C+Obstruent,kvpda
18,61,608860,option_1,겊어,1,C,nonce,kvP,v,kvPv,0,NA,NA,NA,NA,Vowel,P-v,C+Vowel,kvPv
164,106,608860,option_1,겊나,1,C,nonce,kvP,na,kvPna,NA,1,NA,NA,NA,Sonorant,P-n,C+Sonorant,kvmna
3,81,608860,option_4,겳다,1,LC,nonce,kjvlp,ta,kjvlpta,1,NA,1,0,NA,NA,NA,NA,NA
121,79,608860,option_2,겳나,1,LC,nonce,kjvlp,na,kjvlpna,NA,0,0,0,0,NA,NA,NA,NA
44,52,608860,option_1,겳어,1,LC,nonce,kjvlp,v,kjvlpv,0,NA,0,0,NA,NA,NA,NA,NA
176,93,608860,option_1,굵어,5,LC,high,kulk,v,kulkv,0,NA,0,0,NA,NA,NA,NA,NA
96,163,608860,option_2,굵다,5,LC,high,kulk,ta,kulkta,1,NA,0,0,NA,NA,NA,NA,NA
50,55,608860,option_2,굵나,5,LC,high,kulk,na,kulkna,NA,0,0,0,0,NA,NA,NA,NA
10,72,608860,option_2,긁다,5,LC,low,kxlk,ta,kxlkta,1,NA,0,0,NA,NA,NA,NA,NA
115,73,608860,option_1,긁어,5,LC,low,kxlk,v,kxlkv,0,NA,0,0,NA,NA,NA,NA,NA
13,113,608860,option_2,긁나,5,LC,low,kxlk,na,kxlkna,NA,0,0,0,0,NA,NA,NA,NA
29,156,608860,option9_other,긆나,1,LC,nonce,kxlP,na,kxlPna,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,9,608860,option_1,긆어,1,LC,nonce,kxlP,v,kxlPv,0,NA,0,0,NA,NA,NA,NA,NA
9,31,608860,option_3,긆다,1,LC,nonce,kxlP,ta,kxlPta,1,NA,0,1,NA,NA,NA,NA,NA
34,114,608860,option_2,낡나,5,LC,high,nalk,na,nalkna,NA,0,0,0,0,NA,NA,NA,NA
12,20,608860,option_1,낡아,5,LC,high,nalk,a,nalka,0,NA,0,0,NA,NA,NA,NA,NA
76,137,608860,option_2,낡다,5,LC,high,nalk,ta,nalkta,1,NA,0,0,NA,NA,NA,NA,NA
138,130,608860,option_6,낣나,1,LC,nonce,nalp,na,nalpna,NA,1,0,0,0,NA,NA,NA,NA
126,91,608860,option_1,낣아,1,LC,nonce,nalp,a,nalpa,0,NA,0,0,NA,NA,NA,NA,NA
31,124,608860,option_2,낣다,1,LC,nonce,nalp,ta,nalpta,1,NA,0,0,NA,NA,NA,NA,NA
45,76,608860,option_2,냍다,1,C,nonce,neT,ta,neTta,1,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,netda
118,144,608860,option_1,냍나,1,C,nonce,neT,na,neTna,NA,1,NA,NA,NA,Sonorant,T-n,C+Sonorant,nenna
53,57,608860,option_1,냍어,1,C,nonce,neT,v,neTv,0,NA,NA,NA,NA,Vowel,T-v,C+Vowel,neTv
171,122,608860,option_2,넓나,5,LC,high,nvlp,na,nvlpna,NA,0,0,0,0,NA,NA,NA,NA
32,118,608860,option_1,넓어,5,LC,high,nvlp,v,nvlpv,0,NA,0,0,NA,NA,NA,NA,NA
95,164,608860,option_3,넓다,5,LC,high,nvlp,ta,nvlpta,1,NA,0,1,NA,NA,NA,NA,NA
94,101,608860,option_1,눅어,1,C,nonce,nuk,v,nukv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,nukv
125,150,608860,option_2,눅다,1,C,nonce,nuk,ta,nukta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,nukda
93,2,608860,option_1,눅나,1,C,nonce,nuk,na,nukna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,nuNna
101,148,608860,option_2,늙나,5,LC,high,nxlk,na,nxlkna,NA,0,0,0,0,NA,NA,NA,NA
60,98,608860,option_4,늙다,5,LC,high,nxlk,ta,nxlkta,1,NA,1,0,NA,NA,NA,NA,NA
23,166,608860,option_1,늙어,5,LC,high,nxlk,v,nxlkv,0,NA,0,0,NA,NA,NA,NA,NA
42,102,608860,option_2,덟나,1,LC,nonce,tvlp,na,tvlpna,NA,0,0,0,0,NA,NA,NA,NA
15,25,608860,option_2,덟다,1,LC,nonce,tvlp,ta,tvlpta,1,NA,0,0,NA,NA,NA,NA,NA
54,18,608860,option_1,덟어,1,LC,nonce,tvlp,v,tvlpv,0,NA,0,0,NA,NA,NA,NA,NA
20,129,608860,option_2,독다,1,C,nonce,tok,ta,tokta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,tokda
130,145,608860,option_1,독아,1,C,nonce,tok,a,toka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,toka
99,7,608860,option_1,독나,1,C,nonce,tok,na,tokna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,toNna
157,47,608860,option_1,둡어,1,C,nonce,tup,v,tupv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,tupv
143,46,608860,option_1,둡나,1,C,nonce,tup,na,tupna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,tumna
148,34,608860,option_2,둡다,1,C,nonce,tup,ta,tupta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,tupda
156,86,608860,option_2,듥나,1,LC,nonce,txlk,na,txlkna,NA,0,0,0,0,NA,NA,NA,NA
91,171,608860,option_1,듥어,1,LC,nonce,txlk,v,txlkv,0,NA,0,0,NA,NA,NA,NA,NA
109,142,608860,option_1,듥다,1,LC,nonce,txlk,ta,txlkta,0,NA,0,0,NA,NA,NA,NA,NA
128,169,608860,option_2,떫나,5,LC,low,dvlp,na,dvlpna,NA,0,0,0,0,NA,NA,NA,NA
61,48,608860,option_2,떫다,5,LC,low,dvlp,ta,dvlpta,1,NA,0,0,NA,NA,NA,NA,NA
155,66,608860,option_1,떫어,5,LC,low,dvlp,v,dvlpv,0,NA,0,0,NA,NA,NA,NA,NA
103,60,608860,option_1,막아,5,C,high,mak,a,maka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,maka
6,8,608860,option_2,막다,5,C,high,mak,ta,makta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,makda
142,33,608860,option_1,막나,5,C,high,mak,na,makna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,maNna
11,110,608860,option_1,맑아,5,LC,high,malk,a,malka,0,NA,0,0,NA,NA,NA,NA,NA
175,151,608860,option_2,맑나,5,LC,high,malk,na,malkna,NA,0,0,0,0,NA,NA,NA,NA
159,135,608860,option_2,맑다,5,LC,high,malk,ta,malkta,1,NA,0,0,NA,NA,NA,NA,NA
174,29,608860,option_1,멁어,1,LC,nonce,mvlk,v,mvlkv,0,NA,0,0,NA,NA,NA,NA,NA
72,176,608860,option_1,멁다,1,LC,nonce,mvlk,ta,mvlkta,0,NA,0,0,NA,NA,NA,NA,NA
88,107,608860,option_2,멁나,1,LC,nonce,mvlk,na,mvlkna,NA,0,0,0,0,NA,NA,NA,NA
68,115,608860,option_2,묵다,5,C,low,muk,ta,mukta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,mukda
147,12,608860,option_1,묵나,5,C,low,muk,na,mukna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,muNna
162,153,608860,option_1,묵어,5,C,low,muk,v,mukv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,mukv
46,160,608860,option_2,묽나,5,LC,low,mulk,na,mulkna,NA,0,0,0,0,NA,NA,NA,NA
57,62,608860,option_1,묽어,5,LC,low,mulk,v,mulkv,0,NA,0,0,NA,NA,NA,NA,NA
74,49,608860,option_1,묽다,5,LC,low,mulk,ta,mulkta,0,NA,0,0,NA,NA,NA,NA,NA
152,78,608860,option_2,박다,5,C,high,pak,ta,pakta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,pakda
59,16,608860,option_1,박아,5,C,high,pak,a,paka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,paka
172,4,608860,option_1,박나,5,C,high,pak,na,pakna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,paNna
77,104,608860,option_4,밝다,5,LC,high,palk,ta,palkta,1,NA,1,0,NA,NA,NA,NA,NA
104,174,608860,option_1,밝아,5,LC,high,palk,a,palka,0,NA,0,0,NA,NA,NA,NA,NA
154,44,608860,option_2,밝나,5,LC,high,palk,na,palkna,NA,0,0,0,0,NA,NA,NA,NA
71,119,608860,option_2,밟다,5,LC,high,palp,ta,palpta,1,NA,0,0,NA,NA,NA,NA,NA
14,59,608860,option_6,밟나,5,LC,high,palp,na,palpna,NA,1,0,0,0,NA,NA,NA,NA
160,127,608860,option_1,밟아,5,LC,high,palp,a,palpa,0,NA,0,0,NA,NA,NA,NA,NA
7,123,608860,option_1,뱉나,5,C,low,peT,na,peTna,NA,1,NA,NA,NA,Sonorant,T-n,C+Sonorant,penna
173,105,608860,option_2,뱉다,5,C,low,peT,ta,peTta,1,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,petda
22,147,608860,option_1,뱉어,5,C,low,peT,v,peTv,0,NA,NA,NA,NA,Vowel,T-v,C+Vowel,peTv
56,11,608860,option_1,법나,1,C,nonce,kvp,na,kvpna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,pvmna
28,41,608860,option_2,법다,1,C,nonce,kvp,ta,kvpta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,pvpda
163,56,608860,option_1,법어,1,C,nonce,kvp,v,kvpv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,pvpv
113,157,608860,option_2,붉나,5,LC,high,pulk,na,pulkna,NA,0,0,0,0,NA,NA,NA,NA
64,17,608860,option_2,붉다,5,LC,high,pulk,ta,pulkta,1,NA,0,0,NA,NA,NA,NA,NA
33,84,608860,option_1,붉어,5,LC,high,pulk,v,pulkv,0,NA,0,0,NA,NA,NA,NA,NA
134,146,608860,option_2,붍나,1,LC,nonce,pulT,na,pulTna,NA,0,0,0,0,NA,NA,NA,NA
102,42,608860,option_1,붍어,1,LC,nonce,pulT,v,pulTv,0,NA,0,0,NA,NA,NA,NA,NA
49,50,608860,option_3,붍다,1,LC,nonce,pulT,ta,pulTta,1,NA,0,1,NA,NA,NA,NA,NA
178,139,608860,option_2,뽑다,5,C,high,p*op,ta,p*opta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,bopda
92,172,608860,option_1,뽑나,5,C,high,p*op,na,p*opna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,bomna
136,43,608860,option_1,뽑아,5,C,high,p*op,a,p*opa,0,NA,NA,NA,NA,Vowel,p-a,C+Vowel,bopa
17,24,608860,option_1,속나,5,C,low,sok,na,sokna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,soNna
38,179,608860,option_2,속다,5,C,low,sok,ta,sokta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,sokda
40,1,608860,option_1,속아,5,C,low,sok,a,soka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,soka
97,132,608860,option_2,숡다,1,LC,nonce,sulk,ta,sulkta,1,NA,0,0,NA,NA,NA,NA,NA
2,177,608860,option_1,숡어,1,LC,nonce,sulk,v,sulkv,0,NA,0,0,NA,NA,NA,NA,NA
27,94,608860,option_2,숡나,1,LC,nonce,sulk,na,sulkna,NA,0,0,0,0,NA,NA,NA,NA
67,15,608860,option_2,식다,5,C,low,sik,ta,sikta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,sikda
79,173,608860,option_1,식어,5,C,low,sik,v,sikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,sikv
100,32,608860,option_1,식나,5,C,low,sik,na,sikna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,siNna
144,35,608860,option_1,썩나,5,C,high,s*vk,na,s*vkna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,SvNna
116,112,608860,option_1,썩어,5,C,high,s*vk,v,s*vkv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,Svkv
87,108,608860,option_2,썩다,5,C,high,s*vk,ta,s*vkta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Svkda
21,10,608860,option_2,씹다,5,C,high,s*ip,ta,s*ipta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,Sipda
119,39,608860,option_2,씹나,5,C,high,s*ip,na,s*ipna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,Sipna
70,71,608860,option_1,씹어,5,C,high,s*ip,v,s*ipv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,Sipv
65,65,608860,option_2,앍나,1,LC,nonce,alk,na,alkna,NA,0,0,0,0,NA,NA,NA,NA
5,82,608860,option_2,앍다,1,LC,nonce,alk,ta,alkta,1,NA,0,0,NA,NA,NA,NA,NA
26,149,608860,option_1,앍아,1,LC,nonce,alk,a,alka,0,NA,0,0,NA,NA,NA,NA,NA
177,63,608860,option_1,얇아,5,LC,low,yalp,a,yalpa,0,NA,0,0,NA,NA,NA,NA,NA
83,77,608860,option_3,얇다,5,LC,low,yalp,ta,yalpta,1,NA,0,1,NA,NA,NA,NA,NA
51,100,608860,option_2,얇나,5,LC,low,yalp,na,yalpna,NA,0,0,0,0,NA,NA,NA,NA
19,89,608860,option_1,얕아,5,C,low,yaT,a,yaTa,0,NA,NA,NA,NA,Vowel,T-a,C+Vowel,yaTa
41,58,608860,option_2,얕다,5,C,low,yaT,ta,yaTta,1,NA,NA,NA,NA,Obstruent,T-t,C+Obstruent,yatda
47,111,608860,option_1,얕나,5,C,low,yaT,na,yaTna,NA,1,NA,NA,NA,Sonorant,T-n,C+Sonorant,yanna
105,40,608860,option_2,얽나,1,LC,low,vlk,na,vlkna,NA,0,0,0,0,NA,NA,NA,NA
39,88,608860,option_1,얽어,1,LC,low,vlk,v,vlkv,0,NA,0,0,NA,NA,NA,NA,NA
117,168,608860,option_2,얽다,1,LC,low,vlk,ta,vlkta,1,NA,0,0,NA,NA,NA,NA,NA
8,159,608860,option_1,업나,5,C,low,vp,na,vpna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,vmna
110,54,608860,option_1,업어,5,C,low,vp,v,vpv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,vpv
35,21,608860,option_2,업다,5,C,low,vp,ta,vpta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,vpda
150,155,608860,option_1,엎나,5,C,low,vP,na,vPna,NA,1,NA,NA,NA,Sonorant,P-n,C+Sonorant,vmna
90,37,608860,option_2,엎다,5,C,low,vP,ta,vPta,1,NA,NA,NA,NA,Obstruent,P-t,C+Obstruent,vpda
166,138,608860,option_1,엎어,5,C,low,vP,v,vPv,0,NA,NA,NA,NA,Vowel,P-v,C+Vowel,vPv
86,74,608860,option_2,엷나,5,LC,low,yvlp,na,yvlpna,NA,0,0,0,0,NA,NA,NA,NA
135,141,608860,option_1,엷어,5,LC,low,yvlp,v,yvlpv,0,NA,0,0,NA,NA,NA,NA,NA
124,27,608860,option_3,엷다,5,LC,low,yvlp,ta,yvlpta,1,NA,0,1,NA,NA,NA,NA,NA
106,125,608860,option_1,옅어,5,C,low,yvT,v,yvTv,0,NA,NA,NA,NA,Vowel,T-v,C+Vowel,jvTv
169,38,608860,option9_other,옅다,5,C,low,yvT,ta,yvTta,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,175,608860,option_2,옅나,5,C,low,yvT,na,yvTna,NA,0,NA,NA,NA,Sonorant,T-n,C+Sonorant,jvTna
140,131,608860,option_2,웁나,1,C,nonce,up,na,upna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,upna
81,96,608860,option_2,웁다,1,C,nonce,up,ta,upta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,upda
141,103,608860,option_1,웁어,1,C,nonce,up,v,upv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,upv
131,134,608860,option_2,읊다,5,LC,low,xlP,ta,xlPta,1,NA,0,0,NA,NA,NA,NA,NA
111,128,608860,option_1,읊어,5,LC,low,xlP,v,xlPv,0,NA,0,0,NA,NA,NA,NA,NA
4,19,608860,option_2,읊나,5,LC,low,xlP,na,xlPna,NA,0,0,0,0,NA,NA,NA,NA
161,121,608860,option_2,익다,5,C,low,ik,ta,ikta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,ikda
133,53,608860,option_1,익나,5,C,low,ik,na,ikna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,iNna
123,45,608860,option_1,익어,5,C,low,ik,v,ikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,ikv
98,161,608860,option_2,읽나,5,LC,high,ilk,na,ilkna,NA,0,0,0,0,NA,NA,NA,NA
145,75,608860,option_1,읽어,5,LC,high,ilk,v,ilkv,0,NA,0,0,NA,NA,NA,NA,NA
73,13,608860,option_2,읽다,5,LC,high,ilk,ta,ilkta,1,NA,0,0,NA,NA,NA,NA,NA
1,64,608860,option_2,입다,5,C,high,ip,ta,ipta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,ipda
179,126,608860,option_1,입나,5,C,high,ip,na,ipna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,imna
89,70,608860,option_1,입어,5,C,high,ip,v,ipv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,ipv
84,3,608860,option_2,작다,5,C,high,cak,ta,cakta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,cakda
75,109,608860,option_1,작나,5,C,high,cak,na,cakna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,caNna
30,30,608860,option_1,작아,5,C,high,cak,a,caka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,caka
48,83,608860,option_1,적어,5,C,high,cvk,v,cvkv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,cvkv
114,80,608860,option_1,적나,5,C,high,cvk,na,cvkna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,cvNna
146,85,608860,option_2,적다,5,C,high,cvk,ta,cvkta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,cvkda
122,136,608860,option_1,접어,5,C,high,cvp,v,cvpv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,cvpv
36,6,608860,option_2,접다,5,C,high,cvp,ta,cvpta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,cvpda
149,116,608860,option_2,접나,5,C,high,cvp,na,cvpna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,cvpna
180,5,608860,option_1,직어,1,C,nonce,cik,v,cikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,cikv
52,36,608860,option_2,직다,1,C,nonce,cik,ta,cikta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,cikda
63,154,608860,option_1,직나,1,C,nonce,cik,na,cikna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,ciNna
127,180,608860,option_1,짉어,1,LC,nonce,cilk,v,cilkv,0,NA,0,0,NA,NA,NA,NA,NA
153,67,608860,option_2,짉다,1,LC,nonce,cilk,ta,cilkta,1,NA,0,0,NA,NA,NA,NA,NA
80,167,608860,option_2,짉나,1,LC,nonce,cilk,na,cilkna,NA,0,0,0,0,NA,NA,NA,NA
137,22,608860,option_1,집어,5,C,high,cip,v,cipv,0,NA,NA,NA,NA,Vowel,p-v,C+Vowel,cipv
165,90,608860,option_2,집다,5,C,high,cip,ta,cipta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,cipda
16,51,608860,option_1,집나,5,C,high,cip,na,cipna,NA,1,NA,NA,NA,Sonorant,p-n,C+Sonorant,cimna
58,117,608860,option_4,짧나,5,LC,high,Jalp,na,Jalpna,NA,0,0,1,0,NA,NA,NA,NA
55,95,608860,option_1,짧아,5,LC,high,Jalp,a,Jalpa,0,NA,0,0,NA,NA,NA,NA,NA
24,14,608860,option_4,짧다,5,LC,high,Jalp,ta,Jalpta,1,NA,1,0,NA,NA,NA,NA,NA
129,165,608860,option_1,찍어,5,C,low,Jik,v,Jikv,0,NA,NA,NA,NA,Vowel,k-v,C+Vowel,Jikv
120,26,608860,option_2,찍나,5,C,low,Jik,na,Jikna,NA,0,NA,NA,NA,Sonorant,k-n,C+Sonorant,Jikna
168,92,608860,option_2,찍다,5,C,low,Jik,ta,Jikta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Jikda
25,28,608860,option_2,착다,1,C,nonce,Cak,ta,Cakta,1,NA,NA,NA,NA,Obstruent,k-t,C+Obstruent,Cakda
78,133,608860,option_1,착아,1,C,nonce,Cak,a,Caka,0,NA,NA,NA,NA,Vowel,k-a,C+Vowel,Caka
43,170,608860,option_1,착나,1,C,nonce,Cak,na,Cakna,NA,1,NA,NA,NA,Sonorant,k-n,C+Sonorant,CaNna
112,120,608860,option_2,톱다,1,C,nonce,Top,ta,Topta,1,NA,NA,NA,NA,Obstruent,p-t,C+Obstruent,Topda
107,162,608860,option_2,톱나,1,C,nonce,Top,na,Topna,NA,0,NA,NA,NA,Sonorant,p-n,C+Sonorant,Topna
82,140,608860,option_1,톱아,1,C,nonce,Top,a,Topa,0,NA,NA,NA,NA,Vowel,p-a,C+Vowel,Topa
151,87,608860,option_2,핥나,5,LC,low,halT,na,halTna,NA,0,0,0,0,NA,NA,NA,NA
85,68,608860,option_1,핥아,5,LC,low,halT,a,halTa,0,NA,0,0,NA,NA,NA,NA,NA
167,97,608860,option_3,핥다,5,LC,low,halT,ta,halTta,1,NA,0,1,NA,NA,NA,NA,NA
170,158,608860,option9_other,훑다,5,LC,low,hulT,ta,hulTta,NA,NA,NA,NA,NA,NA,NA,NA,NA
